name,microseconds
8_14_null_2,145.332000
8_14_null_10,164.855000
8_14_null_100,160.086000
2_8,156.255000
8_14,156.150000
8_14_null_2,145.355000
8_14_null_10,164.885000
8_14_null_100,160.234000
2_8,156.262000
8_14,156.478000
8_14_null_2,145.352000
8_14_null_10,164.939000
8_14_null_100,160.372000
2_8,156.329000
8_14,156.274000
8_14_null_2,145.301000
8_14_null_10,165.007000
8_14_null_100,160.561000
2_8,156.345000
8_14,156.633000
8_14_null_2,145.342000
8_14_null_10,165.095000
8_14_null_100,160.511000
2_8,156.612000
8_14,156.175000
8_14_null_2,145.325000
8_14_null_10,165.107000
8_14_null_100,160.588000
2_8,156.326000
8_14,156.506000
8_14_null_2,145.348000
8_14_null_10,165.113000
8_14_null_100,160.485000
2_8,156.322000
8_14,156.487000
8_14_null_2,145.376000
8_14_null_10,165.524000
8_14_null_100,160.582000
2_8,156.191000
8_14,156.504000
8_14_null_2,145.499000
8_14_null_10,165.412000
8_14_null_100,160.571000
2_8,156.278000
8_14,156.498000
8_14_null_2,145.387000
8_14_null_10,165.642000
8_14_null_100,160.596000
2_8,156.727000
8_14,156.196000
8_14_null_2,145.402000
8_14_null_10,165.187000
8_14_null_100,160.426000
2_8,156.317000
8_14,156.600000
8_14_null_2,145.397000
8_14_null_10,165.114000
8_14_null_100,160.458000
2_8,156.333000
8_14,156.261000
8_14_null_2,145.361000
8_14_null_10,165.041000
8_14_null_100,160.254000
2_8,156.325000
8_14,156.481000
8_14_null_2,145.403000
8_14_null_10,164.958000
8_14_null_100,160.578000
2_8,156.415000
8_14,156.583000
8_14_null_2,145.392000
8_14_null_10,165.355000
8_14_null_100,160.623000
2_8,156.301000
8_14,156.560000
8_14_null_2,145.400000
8_14_null_10,165.179000
8_14_null_100,160.679000
2_8,156.222000
8_14,156.603000
8_14_null_2,145.377000
8_14_null_10,165.469000
8_14_null_100,160.866000
2_8,156.284000
8_14,156.645000
8_14_null_2,145.326000
8_14_null_10,165.479000
8_14_null_100,160.554000
2_8,156.700000
8_14,156.263000
8_14_null_2,145.332000
8_14_null_10,165.559000
8_14_null_100,160.603000
2_8,157.147000
8_14,156.199000
8_14_null_2,145.322000
8_14_null_10,165.546000
8_14_null_100,160.683000
2_8,156.321000
8_14,156.624000
8_14_null_2,145.443000
8_14_null_10,165.198000
8_14_null_100,160.583000
2_8,156.242000
8_14,156.447000
8_14_null_2,145.332000
8_14_null_10,164.874000
8_14_null_100,160.587000
2_8,156.286000
8_14,156.574000
8_14_null_2,145.381000
8_14_null_10,167.456000
8_14_null_100,160.572000
2_8,155.006000
8_14,156.737000
8_14_null_2,148.813000
8_14_null_10,168.604000
8_14_null_100,160.657000
2_8,154.933000
8_14,156.269000
8_14_null_2,145.346000
8_14_null_10,165.396000
8_14_null_100,160.513000
2_8,156.351000
8_14,156.763000
8_14_null_2,145.360000
8_14_null_10,165.363000
8_14_null_100,160.602000
2_8,156.278000
8_14,156.619000
8_14_null_2,145.331000
8_14_null_10,165.748000
8_14_null_100,160.655000
2_8,156.237000
8_14,156.634000
8_14_null_2,145.334000
8_14_null_10,165.523000
8_14_null_100,160.436000
2_8,156.257000
8_14,156.625000
8_14_null_2,145.365000
8_14_null_10,165.757000
8_14_null_100,160.757000
2_8,156.722000
8_14,156.210000
8_14_null_2,145.405000
8_14_null_10,165.669000
8_14_null_100,160.623000
2_8,156.263000
8_14,156.697000
8_14_null_2,145.396000
8_14_null_10,165.893000
8_14_null_100,160.684000
2_8,156.288000
8_14,156.763000
8_14_null_2,145.379000
8_14_null_10,165.680000
8_14_null_100,160.729000
2_8,156.752000
8_14,156.214000
8_14_null_2,145.518000
8_14_null_10,165.676000
8_14_null_100,160.750000
2_8,156.259000
8_14,156.754000
8_14_null_2,145.359000
8_14_null_10,165.134000
8_14_null_100,160.691000
2_8,156.257000
8_14,156.676000
8_14_null_2,145.649000
8_14_null_10,165.959000
8_14_null_100,160.530000
2_8,156.354000
8_14,156.712000
8_14_null_2,145.430000
8_14_null_10,166.041000
8_14_null_100,160.662000
2_8,156.314000
8_14,156.585000
8_14_null_2,145.411000
8_14_null_10,165.898000
8_14_null_100,160.592000
2_8,156.285000
8_14,156.661000
8_14_null_2,145.352000
8_14_null_10,165.390000
8_14_null_100,160.686000
2_8,156.636000
8_14,156.149000
8_14_null_2,145.373000
8_14_null_10,165.838000
8_14_null_100,160.717000
2_8,156.318000
8_14,156.773000
8_14_null_2,145.419000
8_14_null_10,165.940000
8_14_null_100,160.707000
2_8,156.270000
8_14,162.052000
8_14_null_2,150.189000
8_14_null_10,169.550000
8_14_null_100,160.773000
2_8,155.245000
8_14,156.276000
8_14_null_2,145.371000
8_14_null_10,166.557000
8_14_null_100,160.618000
2_8,156.309000
8_14,156.735000
8_14_null_2,145.689000
8_14_null_10,166.468000
8_14_null_100,166.216000
2_8,162.391000
8_14,156.192000
8_14_null_2,145.720000
8_14_null_10,166.537000
8_14_null_100,160.744000
2_8,155.031000
8_14,156.697000
8_14_null_2,146.020000
8_14_null_10,166.782000
8_14_null_100,160.692000
2_8,156.232000
8_14,156.823000
8_14_null_2,145.403000
8_14_null_10,166.850000
8_14_null_100,160.801000
2_8,156.337000
8_14,156.886000
8_14_null_2,145.695000
8_14_null_10,166.416000
8_14_null_100,160.617000
2_8,156.417000
8_14,156.610000
8_14_null_2,145.720000
8_14_null_10,167.268000
8_14_null_100,160.590000
2_8,156.835000
8_14,156.194000
8_14_null_2,145.731000
8_14_null_10,166.373000
8_14_null_100,160.616000
2_8,156.308000
8_14,156.688000
8_14_null_2,145.705000
8_14_null_10,166.670000
8_14_null_100,160.798000
