name,microseconds
8_14_null_10,169.712000
8_14_null_100,160.202000
2_8,156.303000
8_14,156.006000
8_14_null_2,156.099000
8_14_null_10,169.646000
8_14_null_100,160.457000
2_8,156.217000
8_14,156.035000
8_14_null_2,156.033000
8_14_null_10,169.635000
8_14_null_100,160.300000
2_8,156.257000
8_14,156.010000
8_14_null_2,155.998000
8_14_null_10,169.619000
8_14_null_100,160.490000
2_8,156.125000
8_14,161.999000
8_14_null_2,155.982000
8_14_null_10,169.754000
8_14_null_100,160.211000
2_8,156.035000
8_14,156.055000
8_14_null_2,156.152000
8_14_null_10,169.714000
8_14_null_100,160.168000
2_8,156.101000
8_14,156.027000
8_14_null_2,156.178000
8_14_null_10,178.138000
8_14_null_100,175.573000
2_8,156.478000
8_14,155.920000
8_14_null_2,156.034000
8_14_null_10,169.664000
8_14_null_100,160.315000
2_8,156.028000
8_14,156.547000
8_14_null_2,156.246000
8_14_null_10,169.636000
8_14_null_100,160.585000
2_8,160.541000
8_14,156.058000
8_14_null_2,155.972000
8_14_null_10,169.540000
8_14_null_100,160.273000
2_8,156.395000
8_14,156.081000
8_14_null_2,156.062000
8_14_null_10,169.710000
8_14_null_100,160.229000
2_8,156.088000
8_14,156.063000
8_14_null_2,156.078000
8_14_null_10,169.655000
8_14_null_100,160.426000
2_8,156.114000
8_14,156.043000
8_14_null_2,155.995000
8_14_null_10,169.625000
8_14_null_100,160.330000
2_8,156.146000
8_14,156.038000
8_14_null_2,156.039000
8_14_null_10,169.622000
8_14_null_100,160.342000
2_8,155.874000
8_14,156.051000
8_14_null_2,156.017000
8_14_null_10,170.117000
8_14_null_100,160.250000
2_8,156.003000
8_14,156.042000
8_14_null_2,156.000000
8_14_null_10,169.632000
8_14_null_100,160.155000
2_8,155.934000
8_14,156.087000
8_14_null_2,156.093000
8_14_null_10,169.645000
8_14_null_100,160.322000
2_8,156.129000
8_14,156.058000
8_14_null_2,156.034000
8_14_null_10,169.677000
8_14_null_100,160.268000
2_8,156.013000
8_14,156.032000
8_14_null_2,155.935000
8_14_null_10,171.455000
8_14_null_100,160.352000
2_8,156.211000
8_14,156.041000
8_14_null_2,155.965000
8_14_null_10,169.430000
8_14_null_100,160.338000
2_8,156.345000
8_14,156.047000
8_14_null_2,155.970000
8_14_null_10,169.709000
8_14_null_100,160.117000
2_8,156.086000
8_14,156.023000
8_14_null_2,156.088000
8_14_null_10,169.508000
8_14_null_100,160.349000
2_8,155.877000
8_14,156.082000
8_14_null_2,155.971000
8_14_null_10,169.652000
8_14_null_100,160.418000
2_8,155.759000
8_14,156.008000
8_14_null_2,155.914000
8_14_null_10,169.688000
8_14_null_100,160.377000
2_8,156.133000
8_14,156.137000
8_14_null_2,155.985000
8_14_null_10,169.436000
8_14_null_100,160.276000
2_8,156.366000
8_14,155.965000
8_14_null_2,156.051000
8_14_null_10,169.602000
8_14_null_100,160.130000
2_8,156.158000
8_14,156.195000
8_14_null_2,156.031000
8_14_null_10,169.727000
8_14_null_100,160.458000
2_8,156.057000
8_14,156.082000
8_14_null_2,156.072000
8_14_null_10,169.628000
8_14_null_100,160.284000
2_8,156.022000
8_14,156.112000
8_14_null_2,155.969000
8_14_null_10,169.029000
8_14_null_100,160.394000
2_8,155.920000
8_14,156.093000
8_14_null_2,156.016000
8_14_null_10,169.673000
8_14_null_100,160.258000
2_8,156.301000
8_14,156.144000
8_14_null_2,156.064000
8_14_null_10,169.238000
8_14_null_100,160.206000
2_8,156.242000
